

Tipo_de_Sistema(Monofasico(1),Trifasico(3))
3

Numero_barras
794  

Numero_linhas
794

Voltagem_base_da_rede(kV)
13.8

Voltagem_referencia_da_rede(kV)
13.8

comprimento_das_linhas(m,km,ft,millas)
1

impedancia(ohm,ohm/m,ohm/km,ohm/ft,ohm/milla)
1

Demanda(VAR,kVAR)
1



				 kVA    kV_hihg      kV_low    R1%    X1%   R0%    X0%
subestacao		2500       69.0        24.9     1     8      0     8
    276    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    277    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    278    0   6881.840000    2931.650000    2186.080000     931.270000    1430.980000     609.600000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    279    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    280    0  10132.000000    4316.210000    5693.670000    2425.500000    1350.730000     575.410000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    281    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    282    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    283    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    284    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    285    0  25894.930000   11031.190000    6880.320000    2931.000000    8468.310000    3607.490000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    286    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    287    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    288    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    289    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    290    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    291    0  32158.600000   13699.510000    7534.430000    3209.650000    3858.730000    1643.810000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    292    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    293    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    294    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    295    0  31517.200000   13426.270000    9241.720000    3936.960000    4476.290000    1906.890000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    296    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    297    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    298    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    299    0  28210.910000   12017.800000    7213.190000    3072.810000    6136.950000    2614.330000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    300    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    301    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    302    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    303    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    304    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    305    0  25584.710000   10899.040000   10920.780000    4652.230000    4269.240000    1818.690000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    306    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    307    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    308    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    309    0  34142.720000   14544.740000   13707.430000    5839.340000    6238.160000    2657.450000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    310    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    311    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    312    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    313    0  29020.990000   12362.890000    5420.060000    2308.940000    5508.970000    2346.810000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    314    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    315    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    316    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    317    0   1887.420000     804.040000    2202.750000     938.370000    1887.420000     804.040000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    318    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    319    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    320    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    321    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    322    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    323    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    324    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    325    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    326    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    327    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    328    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    329    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    330    0     81.690000      34.800000      81.690000      34.800000      81.690000      34.800000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    331    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    332    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    333    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    334    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    335    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    336    0  29617.830000   12617.140000    5634.590000    2400.330000    3730.330000    1589.110000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    337    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    338    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    339    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    340    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    341    0  19235.870000    8194.440000    3196.250000    1361.600000    2856.990000    1217.070000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    342    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    343    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    344    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    345    0  25370.840000   10807.930000   10114.000000    4308.550000    3745.310000    1595.500000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    346    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    347    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    348    0  29556.440000   12590.990000    5915.440000    2519.960000    5049.600000    2151.120000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    349    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    350    0  16673.580000    7102.920000    5523.510000    2353.000000    5763.480000    2455.230000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    351    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    352    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    353    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    354    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    355    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    356    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    357    0  19661.210000    8375.640000    8516.850000    3628.160000    5813.760000    2476.650000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    358    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    359    0  24825.050000   10575.430000    2315.700000     986.480000    4601.000000    1960.020000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    360    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    361    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    362    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    363    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    364    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    365    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    366    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    367    0   5380.590000    2292.120000    5380.590000    2292.120000    5380.590000    2292.120000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    368    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    369    0   1141.290000     486.190000    1141.290000     486.190000    1141.290000     486.190000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    370    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    371    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    372    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    373    0    948.870000     404.220000     948.870000     404.220000     948.870000     404.220000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    374    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    375    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    376    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    377    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    378    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    379    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    380    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    381    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    382    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    383    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    384    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    385    0   6019.880000    2564.460000    6019.880000    2564.460000    6019.880000    2564.460000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    386    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    387    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    388    0   6230.270000    2654.090000    6230.270000    2654.090000    6230.270000    2654.090000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    389    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    390    0   1194.880000     509.020000    1194.880000     509.020000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    391    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    392    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    393    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    394    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    395    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    396    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    397    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    398    0   1153.900000     491.560000    1153.900000     491.560000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    399    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    400    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    401    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    402    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    403    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    404    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    405    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    406    0    892.750000     380.310000     892.750000     380.310000     892.750000     380.310000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    407    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    408    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    409    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    410    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    411    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    412    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    413    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    414    0      0.000000       0.000000     474.640000     202.190000     474.640000     202.190000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    415    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    416    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    417    0    686.660000     292.510000     183.780000      78.290000     502.870000     214.220000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    418    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    419    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    420    0   1716.780000     731.350000       0.000000       0.000000    1716.780000     731.350000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    421    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    422    0    812.490000     346.120000     812.490000     346.120000     812.490000     346.120000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    423    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    424    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    425    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    426    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    427    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    428    0   1835.800000     782.050000    1835.800000     782.050000    1835.800000     782.050000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    429    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    430    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    431    0   2936.180000    1250.810000    2936.180000    1250.810000    2936.180000    1250.810000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    432    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    433    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    434    0   5920.880000    2522.290000    5920.880000    2522.290000    5920.880000    2522.290000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    435    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    436    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    437    0   2558.810000    1090.050000    2558.810000    1090.050000    2558.810000    1090.050000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    438    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    439    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    440    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    441    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    442    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    443    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    444    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    445    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    446    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    447    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    448    0      0.000000       0.000000     761.240000     324.290000     761.240000     324.290000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    449    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    450    0   1146.730000     488.500000    2002.150000     852.910000     880.080000     374.910000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    451    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    452    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    453    0   3877.700000    1651.890000    3877.700000    1651.890000    3877.700000    1651.890000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    454    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    455    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    456    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    457    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    458    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    459    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    460    0   4109.480000    1750.630000    4109.480000    1750.630000    4109.480000    1750.630000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    461    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    462    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    463    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    464    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    465    0   5439.060000    2317.030000    5308.920000    2261.590000    3638.090000    1549.820000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    466    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    467    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    468    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    469    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    470    0   9287.160000    3956.310000    8719.140000    3714.340000    7642.100000    3255.520000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    471    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    472    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    473    0    789.070000     336.140000     789.070000     336.140000     789.070000     336.140000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
    474    0      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000		      1
